REFSEQ	SYMBOL
NM_017943	FBXO34
NM_138473	SP1
NM_003733	OASL
NM_006532	ELL
NM_020218	ATXN7L3
NM_001170803	LARP4
NM_001314057	MBNL1
NM_001013438	FXR1
NM_001199773	PSMA5
NM_001289975	BAZ2B
NM_001318253	ELMO2
NM_014397	NEK6
NM_001289181	ZNF302
NM_001278590	LIAS
NM_001198531	TCF7L2
NM_022568	ALDH8A1
NM_033285	TP53INP1
NM_020949	SLC7A14
NM_013231	FLRT2
NM_001037131	AGAP1
NM_001278402	RAB3IP
NM_100264	WAC
NM_001195798	LDLR
NM_015378	VPS13D
NM_001131010	SATB1
NM_213589	RAPH1
NM_152787	TAB3
NM_001277815	YTHDF3
NM_001007022	ODF2L
NM_004273	CHST3
NM_001320893	DNMT3A
NM_005746	NAMPT
NM_001253693	MCOLN3
NM_001100603	KDELR2
NM_001034955	SORBS1
NM_001291958	MAP3K4
NM_001006115	IP6K1
NM_001202543	CUX1
NM_015316	PPP1R13B
NM_014822	SEC24D
NM_001005408	NEURL4
NM_001001710	FAM166A
NM_001322252	JMJD1C
NM_002240	KCNJ6
NM_001286771	ANKRD17
NM_001282927	ABI2
NM_001291920	RXRA
NM_000908	NPR3
NM_001039970	PTPN5
NM_001288629	EPHA7
NM_172056	KCNH2
NM_001142621	TGFBRAP1
NM_018298	MCOLN3
NM_018443	ZNF302
NM_001286188	SCAF8
NM_001324351	ZNF239
NM_019556	MOSPD1
NM_001258216	IL12RB2
NM_000321	RB1
NM_022366	TFB2M
NM_000859	HMGCR
NM_201434	RAB5C
NM_014796	TESPA1
NM_001297706	ADGRL2
NM_001134673	NFIA
NM_001247997	CLIP1
NM_212543	B4GALT4
NM_005159	ACTC1
NM_001322186	DCT
NM_001113363	TBC1D14
NM_000465	BARD1
NM_001204401	XIAP
NM_004641	MLLT10
NM_153812	PHF13
NM_016003	WIPI2
NM_006320	PGRMC2
NM_018584	CAMK2N1
NM_001174096	ZEB1
NM_001276342	RMC1
NM_001128128	ZEB1
NM_001271868	GTF2H3
NM_001323655	ZEB1
NM_001038493	DLX1
NM_001134450	TMEM130
NM_001323642	ZEB1
NM_001079559	HNRNPUL2
NM_014497	ZNF638
NM_001128211	NUDCD1
NM_001193478	CDADC1
NM_020437	ASPHD2
NM_005759	ABI2
NM_138775	ALKBH8
NM_001731	BTG1
NM_001130928	MEF2A
NM_000726	CACNB4
NM_032369	HVCN1
NM_145312	ZNF485
NM_001014342	FLG2
NM_001146156	GSK3B
NM_002141	HOXA4
NM_001024843	TNRC6B
NM_014712	SETD1A
NM_152694	RTL3
NM_133496	SLC30A7
NM_001043353	TPM3
NM_001199649	PTK2
NM_001206747	CAV2
NM_001318089	SWI5
NM_001220474	PPFIA2
NM_001289998	THPO
NM_002439	MSH3
NM_001105568	KIF13A
NM_001323677	ZEB1
NM_001166052	APBB2
NM_001256505	CADM2
NM_014923	FNDC3A
NM_181874	GRM7
NM_002211	ITGB1
NM_001039920	ZNF384
NM_001300743	VPS35L
NM_175629	DNMT3A
NM_001012755	SLC25A53
NM_001128310	SPARCL1
NM_032373	PCGF5
NM_001282940	MDH1B
NM_022552	DNMT3A
NM_003374	VDAC1
NM_002015	FOXO1
NM_001102669	RRAS2
NM_001159353	REG4
NM_001282798	R3HDM1
NM_001024948	FNBP1L
NM_015015	KDM4B
NM_001174098	SLC29A3
NM_000427	LOR
NM_002649	PIK3CG
NM_001301010	ALKBH8
NM_001271012	FLI1
NM_002129	HMGB2
NM_001278209	NUP153
NM_001322917	ZNF567
NM_001323649	ZEB1
NM_001321919	ZFP82
NM_030630	HID1
NM_001011722	ARHGEF10L
NM_024989	PGAP1
NM_001287437	JADE1
NM_001282657	ZNF143
NM_022340	RBSN
NM_000514	GDNF
NM_001303052	MYT1L
NM_213590	TRIM13
NM_001845	COL4A1
NM_001319838	ARHGEF10L
NM_001146339	VSTM2B
NM_001164502	EIF4ENIF1
NM_002697	POU2F1
NM_018184	ARL8B
NM_001134232	TMEM106B
NM_138467	TYW3
NM_000844	GRM7
NM_001308217	KCNAB1
NM_001161726	PPP2R5C
NM_001198850	FOXJ3
NM_004717	DGKI
NM_001252339	CDH4
NM_004023	DMD
NM_130386	COLEC12
NM_001130528	SPAG9
NM_014947	FOXJ3
NM_006548	IGF2BP2
NM_003074	SMARCC1
NM_001257180	SLC20A2
NM_133171	ELMO2
NM_006602	TCFL5
NM_004272	HOMER1
NM_014417	BBC3
NM_003677	DENR
NM_001300821	EIF4B
NM_001300845	SLC35F3
NM_001269039	SHOC2
NM_001201480	OSBPL6
NM_013386	SLC25A24
NM_001142393	NEDD9
NM_020680	SCYL1
NM_014911	AAK1
NM_003092	SNRPB2
NM_001292034	TAB2
NM_003471	KCNAB1
NM_004860	FXR2
NM_001099666	PTAR1
NM_005602	CLDN11
NM_015610	WIPI2
NM_001042521	C2orf88
NM_006933	SLC5A3
NM_001321852	JAK1
NM_001318738	MTFR2
NM_001145276	ZFY
NM_153208	IQCK
NM_001323666	ZEB1
NM_001199013	STPG1
NM_001319206	MEF2A
NM_182763	MCL1
NM_130435	PTPRE
NM_016531	KLF3
NM_004014	DMD
NM_001322490	HPS1
NM_001316676	PTPRE
NM_001287244	RALYL
NM_004430	EGR3
NM_001291995	SGK1
NM_001242902	AKAP1
NM_001257101	PCGF5
NM_001287580	RBKS
NM_001322183	DCT
NM_006908	RAC1
NM_001167930	IL1RAP
NM_001308102	CYP4A22
NM_001206920	SLC35F4
NM_018287	ARHGAP12
NM_016231	NLK
NM_001257181	SLC20A2
NM_181787	DPY19L4
NM_001288715	CTNND2
NM_001185076	FMR1
NM_001042388	PPP4R1
NM_020729	ODF2L
NM_018156	VPS13D
NM_001308076	ATL2
NM_000527	LDLR
NM_001142473	FCMR
NM_003155	STC1
NM_005151	USP14
NM_006203	PDE4D
NM_002092	GRSF1
NM_001291977	SPARCL1
NM_033020	TRIM33
NM_001261413	DCTN2
NM_001313892	HMGB1
NM_017748	CWC25
NM_001258219	MIS12
NM_147175	HS6ST2
NM_001301852	MEMO1
NM_001282545	BARD1
NM_080600	MAG
NM_001130404	PRR20B
NM_080760	DACH1
NM_001282543	BARD1
NM_002598	PDCD2
NM_033211	C5orf30
NM_017759	INO80D
NM_018890	RAC1
NM_033668	ITGB1
NM_001321167	ARHGAP44
NM_001290028	THPO
NM_001291970	POLH
NM_014048	MRTFB
NM_001198527	TCF7L2
NM_014974	DIP2C
NM_001305043	TMEM59
NM_001165963	SCN1A
NM_017654	SAMD9
NM_021814	ELOVL5
NM_001258217	MIS12
NM_001297705	ADGRL2
NM_130392	PTPRD
NM_001010932	HGF
NM_207297	MBNL1
NM_001286479	ARHGAP11A
NM_178237	EXOC1
NM_001197221	PDE4D
NM_001286045	RBM7
NM_013937	OR11A1
NM_001317222	CDH10
NM_001166170	NEK6
NM_005908	MANBA
NM_003189	TAL1
NM_006810	PDIA5
NM_032491	RFX4
NM_001135673	ATL2
NM_001318143	ZNF485
NM_001198530	TCF7L2
NM_001080491	USP6NL
NM_001017424	KCNK2
NM_005449	FCMR
NM_005245	FAT1
NM_001204502	FLT3LG
NM_006015	ARID1A
NM_017769	G2E3
NM_001164687	THEMIS
NM_007045	FGFR1OP
NM_001256720	CLEC19A
NM_006859	LIAS
NM_001146054	SNCA
NM_001242829	IP6K1
NM_001277816	YTHDF3
NM_021038	MBNL1
NM_001314048	IL33
NM_001271650	AZI2
NM_198220	SNRPB2
NM_030911	CDADC1
NM_198279	BCLAF3
NM_004063	CDH17
NM_001318100	LZTS2
NM_001278637	FLT3LG
NM_133476	ZNF384
NM_001034956	SORBS1
NM_001161725	PPP2R5C
NM_001282468	GOLGA8M
NM_001308056	STARD4
NM_001099282	ZNF239
NM_002982	CCL2
NM_003458	BSN
NM_001286618	MAP3K7CL
NM_001320611	KPNA2
NM_194328	RNF38
NM_001007225	IGF2BP2
NM_001166167	NEK6
NM_001243076	E2F3
NM_001128839	CACNA1D
NM_001162501	TNRC6B
NM_001291869	IGF2BP2
NM_001272004	EPC1
NM_173848	RALYL
NM_032172	USP42
NM_001270455	WWP2
NM_015107	PHF8
NM_000043	FAS
NM_178122	STPG1
NM_003130	SRI
NM_001252338	CDH4
NM_001324348	ZNF239
NM_014638	PLCH2
NM_006338	LRRN2
NM_020718	USP31
NM_080759	DACH1
NM_021960	MCL1
NM_021094	SLCO1A2
NM_080921	PTPRC
NM_001145097	SKIL
NM_020152	MAP3K7CL
NM_004079	CTSS
NM_004010	DMD
NM_001173523	PCDH7
NM_001184785	PARD3
NM_014719	TCAF1
NM_020866	KLHL1
NM_001177382	CPEB2
NM_001170757	FAM122B
NM_199181	SOGA1
NM_017644	KLHL24
NM_001100391	RALYL
NM_001042480	GEMIN8
NM_001320032	ABCC5
NM_152872	FAS
NM_001130700	IPCEF1
NM_001148	ANK2
NM_207499	PTCHD4
NM_001178032	ZC4H2
NM_145804	ABTB2
NM_001100814	PIP4P1
NM_001127493	ANK2
NM_001177875	PCSK1
NM_001323644	ZEB1
NM_002748	MAPK6
NM_005587	MEF2A
NM_001308061	STARD4
NM_001256413	HVCN1
NM_003592	CUL1
NM_001135703	LRP12
NM_001281434	ZNHIT3
NM_031966	CCNB1
NM_001252612	ZNF638
NM_001142579	ZNF780A
NM_178013	PRIMA1
NM_001243764	RABGAP1L
NM_183238	ZNF605
NM_001173533	DGCR2
NM_001206427	ATP5MD
NM_178011	LRRTM3
NM_134470	IL1RAP
NM_003902	FUBP1
NM_032949	PCDH8
NM_001301189	LINGO1
NM_001043351	TPM3
NM_024312	GNPTAB
NM_178586	PPP2R5C
NM_013381	TRHDE
NM_001278190	TPM3
NM_016952	CDON
NM_001324092	GLCE
NM_005840	SPRY3
NM_015057	MYCBP2
NM_175038	CNTN1
NM_001323672	ZEB1
NM_080676	MACROD2
NM_078473	TM2D2
NM_001193288	SLC24A2
NM_001206999	CIT
NM_001206943	CSPG5
NM_004521	KIF5B
NM_153050	MTMR3
NM_001085411	NADK2
NM_213651	SLC25A24
NM_001198851	FOXJ3
NM_004454	ETV5
NM_001304746	RHBDL2
NM_001319127	ZNF431
NM_016272	TOB2
NM_012302	ADGRL2
NM_018361	AGPAT5
NM_001323969	TIAL1
NM_005713	COL4A3BP
NM_006731	FKTN
NM_199141	CARM1
NM_001290404	TAL1
NM_001193272	RBBP5
NM_018433	KDM3A
NM_001323674	ZEB1
NM_001001549	GRB10
NM_014783	ARHGAP11A
NM_001207044	CLASP2
NM_012193	FZD4
NM_001300729	COX18
NM_207304	MBNL2
NM_024524	ATP13A3
NM_001039348	EFEMP1
NM_001323658	ZEB1
NM_001321857	JAK1
NM_001301233	UGT2A2
NM_031935	HMCN1
NM_014859	ARHGAP44
NM_001104631	PDE4D
NM_001321314	NAB1
NM_130469	JDP2
NM_025209	EPC1
NM_001143676	SGK1
NM_145739	OSBPL6
NM_001300894	C5orf24
NM_001503	GPLD1
NM_001323347	BCAS1
NM_001199641	IL33
NM_001291866	GALNT2
NM_001083625	ANKRD12
NM_001146041	KRTAP4-9
NM_001287341	NADK2
NM_022166	XYLT1
NM_031464	RPS6KL1
NM_004017	DMD
NM_025151	RAB11FIP1
NM_021911	GABRB2
NM_006502	POLH
NM_001282285	DYRK4
NM_001290223	DOCK1
NM_001040107	HVCN1
NM_001318154	JMJD1C
NM_001252274	UGT2A1
NM_001286189	SCAF8
NM_001287243	RALYL
NM_182648	BAZ1A
NM_007308	SNCA
NM_001286617	MAP3K7CL
NM_001308330	STXBP5L
NM_017742	ZCCHC2
NM_001270942	KLF7
NM_001199462	PDCD2
NM_001321858	USP7
NM_002710	PPP1CC
NM_001171894	MEF2A
NM_001270943	KLF7
NM_006917	RXRG
NM_001320996	FABP3
NM_001160306	SYNJ1
NM_001282116	RFX3
NM_002397	MEF2C
NM_001166168	NEK6
NM_001199881	EGR3
NM_147188	FBXO22
NM_005724	TSPAN3
NM_020762	SRGAP1
NM_178862	STT3B
NM_001201481	OSBPL6
NM_001322250	MSI2
NM_033012	TNFSF11
NM_001318101	LZTS2
NM_001277817	YTHDF3
NM_001324347	ZNF239
NM_001289186	ZNF302
NM_016328	GTF2IRD1
NM_175624	RAB3IP
NM_139135	ARID1A
NM_001321168	ARHGAP44
NM_017552	ATAD2B
NM_031361	COL4A3BP
NM_018261	EXOC1
NM_001164446	C6orf132
NM_001199014	STPG1
NM_052925	LENG8
NM_080738	EDARADD
NM_020779	WDR35
NM_198902	TSPAN3
NM_001308059	STARD4
NM_001199779	PSMB2
NM_005798	TRIM13
NM_001290295	SORBS1
NM_001251825	SP1
NM_001034954	SORBS1
NM_001290403	TAL1
NM_012250	RRAS2
NM_001322427	CARF
NM_001258214	IL12RB2
NM_181655	C17orf58
NM_001297704	ADGRL2
NM_173808	NEGR1
NM_001142462	OSR2
NM_018061	PRPF38B
NM_005270	GLI2
NM_003845	DYRK4
NM_001323970	TIAL1
NM_003648	DGKD
NM_016377	AKAP7
NM_014023	WDR37
NM_001282656	ZNF143
NM_015394	ZNF10
NM_001271289	ZNF512
NM_001206938	TCAF1
NM_001129889	DCT
NM_001136265	IFFO2
NM_001321645	ZNF224
NM_207292	MBNL1
NM_020846	SLAIN2
NM_001317939	BNC2
NM_002945	RPA1
NM_001321731	EXOC6B
NM_024745	SHCBP1
NM_001271685	SLC35A3
NM_020719	PRR12
NM_144949	SOCS5
NM_006206	PDGFRA
NM_207386	SHISA6
NM_001827	CKS2
NM_001043318	ELMSAN1
NM_199139	XAF1
NM_002794	PSMB2
NM_001323663	ZEB1
NM_001286480	ARHGAP11A
NM_144778	MBNL2
NM_001270520	DAAM1
NM_052811	TRIM13
NM_001145648	RASGRF1
NM_182515	ZNF714
NM_001301198	LINGO1
NM_001134367	SLC6A6
NM_015001	SPEN
NM_001207	BTF3
NM_001197320	MCL1
NM_001321708	DGKI
NM_018689	CEMIP
NM_182639	HPS1
NM_133646	MAP3K20
NM_001178033	ZC4H2
NM_001184897	PHF8
NM_001242828	ELOVL5
NM_001173461	SHISA6
NM_001278245	ZFAND5
NM_015307	FAM189A1
NM_001206491	MAVS
NM_001243765	RABGAP1L
NM_007013	WWP1
NM_152457	ZNF597
NM_001322246	ADGRL3
NM_001306188	MOSPD1
NM_001145513	SCRN1
NM_001303012	PLCH2
NM_014654	SDC3
NM_002522	NPTX1
NM_001289	CLIC2
NM_020640	DCUN1D1
NM_001322225	VLDLR
NM_001127395	METTL21A
NM_001256571	RXRG
NM_001551	IGBP1
NM_033309	B3GNT9
NM_001201482	OSBPL6
NM_001304809	BRD1
NM_001206691	RFX4
NM_001258220	MIS12
NM_032193	RNASEH2C
NM_002719	PPP2R5C
NM_001788	SEPTIN7
NM_199190	LARP4
NM_005113	GOLGA5
NM_001002924	AP3S1
NM_001198852	FOXJ3
NM_001037334	USP14
NM_025142	TAOK1
NM_001206426	ATP5MD
NM_002427	MMP13
NM_001170808	LARP4
NM_018070	SSBP3
NM_170606	KMT2C
NM_001126111	OSGIN2
NM_001258376	EPS15L1
NM_001048218	SCYL1
NM_001323673	ZEB1
NM_001199780	PSMB2
NM_006766	KAT6A
NM_004670	PAPSS2
NM_001278191	TPM3
NM_001308060	STARD4
NM_001324349	ZNF239
NM_015236	ADGRL3
NM_001080419	UNK
NM_001324093	GLCE
NM_023940	RASL11B
NM_020773	TBC1D14
NM_018374	TMEM106B
NM_001316361	BCAS1
NM_020199	C5orf15
NM_020791	TAOK1
NM_004006	DMD
NM_001044385	TMEM237
NM_001322321	RALGPS1
NM_001289967	LOC101927322
NM_001252613	ZNF638
NM_001318099	LZTS2
NM_001106	ACVR2B
NM_007138	ZNF90
NM_001272054	MRFAP1
NM_001323638	ZEB1
NM_005966	NAB1
NM_019605	SERTAD4
NM_032217	ANKRD17
NM_001080412	ZBTB38
NM_001100392	RALYL
NM_007129	ZIC2
NM_001293304	CEMIP
NM_001319161	CYP4B1
NM_000076	CDKN1C
NM_001323657	ZEB1
NM_004684	SPARCL1
NM_006981	NR4A3
NM_001271723	FBXO38
NM_005019	PDE1A
NM_001320257	GBP6
NM_053001	OSR2
NM_001195263	PDZD7
NM_001304474	CHRD
NM_001170937	FUS
NM_032458	PHF6
NM_000813	GABRB2
NM_001114981	TP63
NM_001307976	KANSL1L
NM_002838	PTPRC
NM_201628	KAZN
NM_001199640	IL33
NM_004598	SPOCK1
NM_001271783	FAR2
NM_001127231	AUTS2
NM_153184	CADM2
NM_006007	ZFAND5
NM_001261447	GPM6A
NM_001287340	NADK2
NM_014892	SCAF8
NM_004020	DMD
NM_001305049	TMEM59
NM_002355	M6PR
NM_004379	CREB1
NM_006251	PRKAA1
NM_001199739	CTSS
NM_001135049	JDP2
NM_022461	AZI2
NM_153051	MTMR3
NM_001098833	ATXN7L3
NM_001320961	MAP3K8
NM_012433	SF3B1
NM_003722	TP63
NM_001282736	PLXDC2
NM_001134738	BCL6
NM_139164	STARD4
NM_001015880	PAPSS2
NM_000601	HGF
NM_194330	RNF38
NM_001291424	SH2B3
NM_001195800	LDLR
NM_001023587	ABCC5
NM_001323675	ZEB1
NM_001130406	PRR20D
NM_001322254	JMJD1C
NM_013281	FLRT3
NM_020693	DSCAML1
NM_001794	CDH4
NM_032440	LCOR
NM_001323354	PTPRE
NM_015555	ZNF451
NM_004824	CDYL
NM_002017	FLI1
NM_001014972	ZNF638
NM_001001550	GRB10
NM_001198783	POU2F1
NM_001318094	AP3S1
NM_173200	NR4A3
NM_001290405	TAL1
NM_001291722	CYFIP2
NM_001220476	PPFIA2
NM_001177381	CPEB2
NM_004522	KIF5C
NM_006798	UGT2A1
NM_001257268	RD3L
NM_002839	PTPRD
NM_001323357	PTPRE
NM_001126129	GINS3
NM_001324350	ZNF239
NM_002268	KPNA4
NM_001011553	SEPTIN7
NM_001282935	ZNF341
NM_001282926	ABI2
NM_001323650	ZEB1
NM_001290294	SORBS1
NM_015005	CEP170B
NM_001843	CNTN1
NM_000949	PRLR
NM_198901	SRI
NM_001206942	CSPG5
NM_014011	SOCS5
NM_032321	C2orf88
NM_015092	SMG1
NM_001252078	USP15
NM_001289187	ZNF302
NM_001288834	C19orf44
NM_032523	OSBPL6
NM_015093	TAB2
NM_003846	PEX11B
NM_001282800	R3HDM1
NM_001220475	PPFIA2
NM_001256182	ANKRD11
NM_032445	MEGF11
NM_007050	PTPRT
NM_001130689	HMGB2
NM_001277078	HOMER1
NM_001042404	CEP170
NM_001085400	RELL1
NM_016090	RBM7
NM_001272019	EPC1
NM_001199207	GTF2IRD1
NM_152913	TMEM130
NM_139058	ARX
NM_001145662	GATA2
NM_001198525	TCF7L2
NM_001277818	YTHDF3
NM_012294	RAPGEF5
NM_152622	MIER3
NM_001079673	FNDC3A
NM_001142699	DLG2
NM_017946	FKBP14
NM_001282948	JMJD1C
NM_001001330	REEP3
NM_001289184	ZNF302
NM_006544	EXOC5
NM_006421	ARFGEF1
NM_033213	ZNF670
NM_012330	KAT6B
NM_001173462	SHISA6
NM_000345	SNCA
NM_001324094	GLCE
NM_182488	USP12
NM_003701	TNFSF11
NM_001013439	FXR1
NM_001301072	MAP3K4
NM_006688	C1QL1
NM_001184896	PHF8
NM_001322226	VLDLR
NM_012281	KCND2
NM_016551	TM7SF3
NM_001146274	TCF7L2
NM_001076786	QSER1
NM_153013	NADK2
NM_001278438	FNDC3A
NM_024756	MMRN2
NM_032693	NAA11
NM_002009	FGF7
NM_031431	COG3
NM_172160	KCNAB1
NM_001145425	NR1D2
NM_025237	SOST
NM_001291872	IGF2BP2
NM_012301	MAGI2
NM_001256502	CADM2
NM_022456	RAB3IP
NM_001323664	ZEB1
NM_004354	CCNG2
NM_001146286	TCF7L2
NM_001884	HAPLN1
NM_001047160	NET1
NM_020232	PSMG2
NM_001165899	PDE4D
NM_003194	TBP
NM_001015877	PHF6
NM_017643	MBTD1
NM_001516	GTF2H3
NM_001184879	CD84
NM_001243512	ESRRG
NM_001278113	ADAM2
NM_001301022	NUDT4
NM_025238	BTBD1
NM_001193267	SIRT5
NM_015884	MBTPS2
NM_001291953	GUCY1B1
NM_022114	PRDM16
NM_001030273	ARNTL
NM_001145155	NR2F2
NM_207044	ENSA
NM_001324417	ADAM22
NM_001166294	SSX2IP
NM_005171	ATF1
NM_001271036	FCGR3B
NM_001204416	RGS6
NM_001282554	BTBD3
NM_001177640	DAG1
NM_001145339	MDM2
NM_139353	TAF1C
NM_001170628	AFF2
NM_001318977	TAF1B
NM_001166264	LTBP1
NM_173569	UBN2
NM_001317796	FZD6
NM_001248005	ARNTL2
NM_130809	PRRC1
NM_015263	DMXL2
NM_001190828	FCGR2B
NM_001134999	FERMT2
NM_022344	C17orf75
NM_001098210	CTNNB1
NM_018843	SLC25A40
NM_001322864	NIPAL3
NM_024930	ELOVL7
NM_007073	BVES
NM_001322874	SATB1
NM_001282960	CCAR1
NM_020342	SLC39A10
NM_005515	MNX1
NM_001136139	TCF3
NM_001270661	MARCH6
NM_152547	BTNL9
NM_153048	FYN
NM_001282136	MEI4
NM_003576	STK24
NM_001191320	GABRB3
NM_015230	ARAP2
NM_015277	NEDD4L
NM_001163437	TBCK
NM_001256709	ANAPC10
NM_001198534	OXR1
NM_015046	SETX
NM_001199563	BVES
NM_022051	EGLN1
NM_001314063	PFKFB3
NM_001464	ADAM2
NM_201266	NRP2
NM_001013255	LSP1
NM_018087	NDC1
NM_016303	TCEAL9
NM_003671	CDC14B
NM_025000	DCAF17
NM_014294	TRAM1
NM_001143806	BDNF
NM_001323324	MAPK8
NM_001688	ATP5PB
NM_001286795	SPATA13
NM_001253388	CHL1
NM_020987	ANK3
NM_203283	RBPJ
NM_003503	CDC7
NM_006646	WASF3
NM_016460	LARS
NM_001204264	NR3C1
NM_002267	KPNA3
NM_001291628	DICER1
NM_006197	PCM1
NM_001204506	DGKH
NM_001308116	PHC3
NM_001286069	C11orf54
NM_001129842	CACNA1C
NM_014803	ZNF518A
NM_001323908	GABPB2
NM_001002274	FCGR2B
NM_014934	DZIP1
NM_001243159	TAF1C
NM_032142	CEP192
NM_024776	PEAK1
NM_001142272	RAB11FIP3
NM_031369	HNRNPD
NM_001286775	TEX30
NM_001165947	HTR2A
NM_080546	SLC44A1
NM_133458	ZFP90
NM_016308	CMPK1
NM_001318536	SPRY2
NM_001195144	ANKRD44
NM_206855	QKI
NM_001135191	ASAP2
NM_001287757	DCUN1D4
NM_015483	KBTBD2
NM_001305066	TMEM59
NM_001321511	SEPTIN10
NM_001039803	CDK20
NM_001304433	LOC101928841
NM_183422	TSC22D1
NM_001076683	UBTF
NM_022483	TMEM267
NM_001145103	SMAD3
NM_001321145	ZIK1
NM_004393	DAG1
NM_001012428	ASB11
NM_001300801	PITPNM2
NM_000461	THRB
NM_001322879	SGCZ
NM_001237	CCNA2
NM_001288755	RHOT1
NM_001167882	ANKRD50
NM_016299	HSPA14
NM_000510	FSHB
NM_001287005	SUSD3
NM_001177693	ARHGEF28
NM_014576	A1CF
NM_001164000	MECOM
NM_006593	TBR1
NM_007249	KLF12
NM_000615	NCAM1
NM_001129835	CACNA1C
NM_001943	DSG2
NM_018518	MCM10
NM_033121	ANKRD13A
NM_006918	SC5D
NM_001164211	LRCH1
NM_001129830	CACNA1C
NM_001282403	MDH2
NM_032813	TMTC4
NM_001322194	JAK2
NM_001243473	B9D1
NM_021148	ZNF273
NM_020448	NIPAL3
NM_001256090	ATF2
NM_001166417	SSX2IP
NM_016166	PIAS1
NM_001321869	HDAC9
NM_012408	ZMYND8
NM_001300928	SNX3
NM_001260499	KCNC2
NM_173468	MOB1B
NM_001300772	LYPLAL1
NM_003569	STX7
NM_003243	TGFBR3
NM_001256706	ANAPC10
NM_014333	CADM1
NM_001256310	GLS
NM_001130001	PQLC2L
NM_001244898	PTBP3
NM_178812	MTDH
NM_197961	DPP8
NM_015123	FRMD4B
NM_004768	SRSF11
NM_001136474	VASH2
NM_001032221	STXBP1
NM_014827	ZC3H11A
NM_031370	HNRNPD
NM_001144965	NEDD4L
NM_001169124	AFF2
NM_017983	WIPI1
NM_001267805	PAAF1
NM_001243611	LMO3
NM_022771	TBC1D15
NM_000214	JAG1
NM_001317804	TRAM1
NM_001001395	LMO3
NM_183047	ZMYND8
NM_001313945	RHOA
NM_001320984	IL1R1
NM_002349	LY75
NM_005955	MTF1
NM_024576	OGFRL1
NM_206909	PSD3
NM_001166163	PPP1R9A
NM_001318781	ADAMTS9
NM_181781	ZNF326
NM_001324265	TMC7
NM_007106	UBL3
NM_001204424	RGS6
NM_020958	PPP4R4
NM_014701	SECISBP2L
NM_001251921	RAP1B
NM_001137667	CASP8AP2
NM_181521	CMTM4
NM_019024	HEATR5B
NM_014059	RGCC
NM_001289398	SMARCA2
NM_001077196	PDE11A
NM_001010880	ZNF780A
NM_001320876	DPP8
NM_174916	UBR1
NM_001291415	KDM6A
NM_001284281	PPP4R3A
NM_015325	ICE1
NM_001320222	U2SURP
NM_033035	TSLP
NM_015525	IBTK
NM_001286070	C11orf54
NM_000780	CYP7A1
NM_021999	ITM2B
NM_012257	HBP1
NM_004388	CTBS
NM_203329	CD59
NM_016631	PAXBP1
NM_152996	ST6GALNAC3
NM_001278354	FRS2
NM_000811	GABRA6
NM_001193329	AOPEP
NM_001012762	CTU2
NM_001301289	TPM1
NM_001144774	ELAVL4
NM_001198838	RBM12
NM_001321887	HDAC9
NM_053016	PALM2
NM_001284516	IKZF3
NM_001281779	ZMYND8
NM_001243270	CNTN5
NM_016953	PDE11A
NM_016008	DYNC2LI1
NM_001317917	FAM91A1
NM_001320220	U2SURP
NM_198256	E2F6
NM_004301	ACTL6A
NM_019074	DLL4
NM_004422	DVL2
NM_001007070	SDCBP
NM_005663	NELFA
NM_017847	ODR4
NM_001160259	CNR1
NM_015021	ZNF292
NM_001122827	ESRP1
NM_182697	UBE2H
NM_000173	GP1BA
NM_001252122	PASK
NM_130834	OPA1
NM_001256064	CNTN1
NM_005885	MARCH6
NM_006832	FERMT2
NM_014154	ARMC8
NM_001135811	SINHCAF
NM_001031723	DNAJB14
NM_152910	DGKH
NM_001306195	ARPP19
NM_023034	NSD3
NM_001321895	HDAC9
NM_001271282	DICER1
NM_174951	FAM9A
NM_001321193	TBL1XR1
NM_001042555	FRS2
NM_001172766	FOXP2
NM_003873	NRP1
NM_001270042	DYDC2
NM_001322932	STAU1
NM_001012514	ITM2C
NM_001018057	DKK3
NM_001321321	ZNF615
NM_004429	EFNB1
NM_006874	ELF2
NM_006581	FUT9
NM_005778	RBM5
NM_033215	PPP1R3F
NM_001143823	ZBTB14
NM_001290189	MYADM
NM_001243518	ESRRG
NM_016083	CNR1
NM_000347	SPTB
NM_170733	BDNF
NM_015317	PUM2
NM_007124	UTRN
NM_002687	PNN
NM_003608	GPR65
NM_001323553	EFR3A
NM_001042635	NGDN
NM_012119	CDK20
NM_030650	LNPK
NM_002379	MATN1
NM_001282854	CCNY
NM_005242	F2RL1
NM_001316921	TVP23B
NM_001243027	AKT2
NM_001291858	IGF1R
NM_017855	ODAM
NM_201414	APP
NM_004282	BAG2
NM_001290117	TIMM23B
NM_144618	GABPB2
NM_001199942	DOP1A
NM_183230	IKZF3
NM_014602	PIK3R4
NM_001270876	MEAF6
NM_017866	TMEM70
NM_001204450	CCPG1
NM_002025	AFF2
NM_005786	TSHZ1
NM_001177635	DAG1
NM_183050	BCKDHB
NM_001287241	ITM2C
NM_001136129	APP
NM_001297552	TMEM128
NM_001304743	SLK
NM_001260492	RDX
NM_006449	CDC42EP3
NM_001317034	DPM1
NM_001308325	AKTIP
NM_001143805	BDNF
NM_001184748	PAFAH1B2
NM_001039569	AP1S3
NM_017640	CARMIL1
NM_001287491	TET3
NM_017948	NOL8
NM_001286734	CENPE
NM_001178124	ABI1
NM_199426	ZFP64
NM_001164753	ASPH
